id	level	name	description	desc_add1	desc_add2
1206	106	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+6 Chance	Увеличен шанс срабатывания.
1206	107	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+7 Chance	Увеличен шанс срабатывания.
1206	108	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+8 Chance	Увеличен шанс срабатывания.
1206	109	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+9 Chance	Увеличен шанс срабатывания.
1206	110	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+10 Chance	Увеличен шанс срабатывания.
1206	111	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+11 Chance	Увеличен шанс срабатывания.
1206	112	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+12 Chance	Увеличен шанс срабатывания.
1206	113	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+13 Chance	Увеличен шанс срабатывания.
1206	114	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+14 Chance	Увеличен шанс срабатывания.
1206	115	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+15 Chance	Увеличен шанс срабатывания.
1206	116	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+16 Chance	Увеличен шанс срабатывания.
1206	117	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+17 Chance	Увеличен шанс срабатывания.
1206	118	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+18 Chance	Увеличен шанс срабатывания.
1206	119	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+19 Chance	Увеличен шанс срабатывания.
1206	120	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+20 Chance	Увеличен шанс срабатывания.
1206	121	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+21 Chance	Увеличен шанс срабатывания.
1206	122	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+22 Chance	Увеличен шанс срабатывания.
1206	123	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+23 Chance	Увеличен шанс срабатывания.
1206	124	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+24 Chance	Увеличен шанс срабатывания.
1206	125	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+25 Chance	Увеличен шанс срабатывания.
1206	126	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+26 Chance	Увеличен шанс срабатывания.
1206	127	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+27 Chance	Увеличен шанс срабатывания.
1206	128	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+28 Chance	Увеличен шанс срабатывания.
1206	129	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+29 Chance	Увеличен шанс срабатывания.
1206	130	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: шанс срабатывания увеличен. Эффект 3.	+30 Chance	Увеличен шанс срабатывания.
1206	141	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+1 Cost	Максимальная эффективность заклинания. Потребление MP уменьшено.
1206	142	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+2 Cost	Потребление MP уменьшено.
1206	143	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+3 Cost	Потребление MP уменьшено.
1206	144	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+4 Cost	Потребление MP уменьшено.
1206	145	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+5 Cost	Потребление MP уменьшено.
1206	146	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+6 Cost	Потребление MP уменьшено.
1206	147	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+7 Cost	Потребление MP уменьшено.
1206	148	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+8 Cost	Потребление MP уменьшено.
1206	149	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+9 Cost	Потребление MP уменьшено.
1206	150	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+10 Cost	Потребление MP уменьшено.
1206	151	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+11 Cost	Потребление MP уменьшено.
1206	152	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+12 Cost	Потребление MP уменьшено.
1206	153	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+13 Cost	Потребление MP уменьшено.
1206	154	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+14 Cost	Потребление MP уменьшено.
1206	155	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+15 Cost	Потребление MP уменьшено.
1206	156	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+16 Cost	Потребление MP уменьшено.
1206	157	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+17 Cost	Потребление MP уменьшено.
1206	158	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+18 Cost	Потребление MP уменьшено.
1206	159	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+19 Cost	Потребление MP уменьшено.
1206	160	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+20 Cost	Потребление MP уменьшено.
1206	161	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+21 Cost	Потребление MP уменьшено.
1206	162	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+22 Cost	Потребление MP уменьшено.
1206	163	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+23 Cost	Потребление MP уменьшено.
1206	164	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+24 Cost	Потребление MP уменьшено.
1206	165	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+25 Cost	Потребление MP уменьшено.
1206	166	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+26 Cost	Потребление MP уменьшено.
1206	167	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+27 Cost	Потребление MP уменьшено.
1206	168	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+28 Cost	Потребление MP уменьшено.
1206	169	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+29 Cost	Потребление MP уменьшено.
1206	170	Wind Shackle	Заключает в кандалы ветра руки вашего противника и снижает скорость его атаки. Улучшено: потребление MP уменьшено. Эффект 3.	+30 Cost	Потребление MP уменьшено.
1216	1	Self Heal	Восстанавливает HP. Сила: 42.	none	none
1217	1	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 204. Эффект 2.	none	none
1217	2	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 212. Эффект 2.	none	none
1217	3	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 219. Эффект 2.	none	none
1217	4	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 235. Эффект 3.	none	none
1217	5	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 243. Эффект 3.	none	none
1217	6	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 251. Эффект 3.	none	none
1217	7	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 267. Эффект 3.	none	none
1217	8	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 275. Эффект 4.	none	none
1217	9	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 283. Эффект 4.	none	none
1217	10	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 299. Эффект 4.	none	none
1217	11	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 307. Эффект 4.	none	none
1217	12	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 316. Эффект 4.	none	none
1217	13	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 332. Эффект 4.	none	none
1217	14	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 340. Эффект 4.	none	none
1217	15	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 348. Эффект 5.	none	none
1217	16	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 356. Эффект 5.	none	none
1217	17	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 364. Эффект 5.	none	none
1217	18	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 372. Эффект 5.	none	none
1217	19	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 380. Эффект 5.	none	none
1217	20	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 387. Эффект 5.	none	none
1217	21	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 395. Эффект 5.	none	none
1217	22	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 402. Эффект 5.	none	none
1217	23	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 410. Эффект 6.	none	none
1217	24	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 417. Эффект 6.	none	none
1217	25	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 424. Эффект 6.	none	none
1217	26	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 431. Эффект 6.	none	none
1217	27	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 437. Эффект 6.	none	none
1217	28	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 444. Эффект 6.	none	none
1217	29	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 450. Эффект 6.	none	none
1217	30	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 456. Эффект 6.	none	none
1217	31	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 462. Эффект 6.	none	none
1217	32	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 467. Эффект 7.	none	none
1217	33	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Сила: 472. Эффект 7.	none	none
1217	101	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 477. Эффект 7.	+1 Power	Максимальная сила заклинания. Увеличение силы.
1217	102	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 482. Эффект 7.	+2 Power	Увеличение силы.
1217	103	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 487. Эффект 7.	+3 Power	Увеличение силы.
1217	104	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 493. Эффект 7.	+4 Power	Увеличение силы.
1217	105	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 498. Эффект 7.	+5 Power	Увеличение силы.
1217	106	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 503. Эффект 7.	+6 Power	Увеличение силы.
1217	107	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 509. Эффект 7.	+7 Power	Увеличение силы.
1217	108	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 514. Эффект 7.	+8 Power	Увеличение силы.
1217	109	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 519. Эффект 7.	+9 Power	Увеличение силы.
1217	110	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 525. Эффект 7.	+10 Power	Увеличение силы.
1217	111	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 530. Эффект 7.	+11 Power	Увеличение силы.
1217	112	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 535. Эффект 7.	+12 Power	Увеличение силы.
1217	113	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 540. Эффект 7.	+13 Power	Увеличение силы.
1217	114	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 546. Эффект 7.	+14 Power	Увеличение силы.
1217	115	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 551. Эффект 7.	+15 Power	Увеличение силы.
1217	116	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 556. Эффект 7.	+16 Power	Увеличение силы.
1217	117	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 562. Эффект 7.	+17 Power	Увеличение силы.
1217	118	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 567. Эффект 7.	+18 Power	Увеличение силы.
1217	119	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 572. Эффект 7.	+19 Power	Увеличение силы.
1217	120	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 578. Эффект 7.	+20 Power	Увеличение силы.
1217	121	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 583. Эффект 7.	+21 Power	Увеличение силы.
1217	122	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 588. Эффект 7.	+22 Power	Увеличение силы.
1217	123	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 593. Эффект 7.	+23 Power	Увеличение силы.
1217	124	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 599. Эффект 7.	+24 Power	Увеличение силы.
1217	125	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 604. Эффект 7.	+25 Power	Увеличение силы.
1217	126	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 609. Эффект 7.	+26 Power	Увеличение силы.
1217	127	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 615. Эффект 7.	+27 Power	Увеличение силы.
1217	128	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 620. Эффект 7.	+28 Power	Увеличение силы.
1217	129	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 625. Эффект 7.	+29 Power	Увеличение силы.
1217	130	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: увеличение силы. Сила: 631. Эффект 7.	+30 Power	Увеличение силы.
1217	141	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+1 Cost	Максимальная эффективность заклинания. Потребление MP уменьшено.
1217	142	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+2 Cost	Потребление MP уменьшено.
1217	143	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+3 Cost	Потребление MP уменьшено.
1217	144	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+4 Cost	Потребление MP уменьшено.
1217	145	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+5 Cost	Потребление MP уменьшено.
1217	146	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+6 Cost	Потребление MP уменьшено.
1217	147	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+7 Cost	Потребление MP уменьшено.
1217	148	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+8 Cost	Потребление MP уменьшено.
1217	149	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+9 Cost	Потребление MP уменьшено.
1217	150	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+10 Cost	Потребление MP уменьшено.
1217	151	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+11 Cost	Потребление MP уменьшено.
1217	152	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+12 Cost	Потребление MP уменьшено.
1217	153	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+13 Cost	Потребление MP уменьшено.
1217	154	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+14 Cost	Потребление MP уменьшено.
1217	155	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+15 Cost	Потребление MP уменьшено.
1217	156	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+16 Cost	Потребление MP уменьшено.
1217	157	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+17 Cost	Потребление MP уменьшено.
1217	158	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+18 Cost	Потребление MP уменьшено.
1217	159	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+19 Cost	Потребление MP уменьшено.
1217	160	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+20 Cost	Потребление MP уменьшено.
1217	161	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+21 Cost	Потребление MP уменьшено.
1217	162	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+22 Cost	Потребление MP уменьшено.
1217	163	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+23 Cost	Потребление MP уменьшено.
1217	164	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+24 Cost	Потребление MP уменьшено.
1217	165	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+25 Cost	Потребление MP уменьшено.
1217	166	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+26 Cost	Потребление MP уменьшено.
1217	167	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+27 Cost	Потребление MP уменьшено.
1217	168	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+28 Cost	Потребление MP уменьшено.
1217	169	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+29 Cost	Потребление MP уменьшено.
1217	170	Greater Heal	Восстанавливает, и увеличивает скорость восстановления HP. Улучшено: потребление MP уменьшено. Сила: 472. Эффект 7.	+30 Cost	Потребление MP уменьшено.
1218	1	Greater Battle Heal	Быстро восстанавливает HP. Сила: 371.	none	none
1218	2	Greater Battle Heal	Быстро восстанавливает HP. Сила: 384.	none	none
1218	3	Greater Battle Heal	Быстро восстанавливает HP. Сила: 398.	none	none
1218	4	Greater Battle Heal	Быстро восстанавливает HP. Сила: 426.	none	none
1218	5	Greater Battle Heal	Быстро восстанавливает HP. Сила: 441.	none	none
1218	6	Greater Battle Heal	Быстро восстанавливает HP. Сила: 455.	none	none
1218	7	Greater Battle Heal	Быстро восстанавливает HP. Сила: 484.	none	none
1218	8	Greater Battle Heal	Быстро восстанавливает HP. Сила: 499.	none	none
1218	9	Greater Battle Heal	Быстро восстанавливает HP. Сила: 514.	none	none
1218	10	Greater Battle Heal	Быстро восстанавливает HP. Сила: 544.	none	none
1218	11	Greater Battle Heal	Быстро восстанавливает HP. Сила: 559.	none	none
1218	12	Greater Battle Heal	Быстро восстанавливает HP. Сила: 574.	none	none
1218	13	Greater Battle Heal	Быстро восстанавливает HP. Сила: 603.	none	none
1218	14	Greater Battle Heal	Быстро восстанавливает HP. Сила: 618.	none	none
1218	15	Greater Battle Heal	Быстро восстанавливает HP. Сила: 633.	none	none
1218	16	Greater Battle Heal	Быстро восстанавливает HP. Сила: 647.	none	none
1218	17	Greater Battle Heal	Быстро восстанавливает HP. Сила: 662.	none	none
1218	18	Greater Battle Heal	Быстро восстанавливает HP. Сила: 676.	none	none
1218	19	Greater Battle Heal	Быстро восстанавливает HP. Сила: 690.	none	none
1218	20	Greater Battle Heal	Быстро восстанавливает HP. Сила: 704.	none	none
1218	21	Greater Battle Heal	Быстро восстанавливает HP. Сила: 718.	none	none
1218	22	Greater Battle Heal	Быстро восстанавливает HP. Сила: 731.	none	none
1218	23	Greater Battle Heal	Быстро восстанавливает HP. Сила: 745.	none	none
1218	24	Greater Battle Heal	Быстро восстанавливает HP. Сила: 758.	none	none
1218	25	Greater Battle Heal	Быстро восстанавливает HP. Сила: 770.	none	none
1218	26	Greater Battle Heal	Быстро восстанавливает HP. Сила: 783.	none	none
1218	27	Greater Battle Heal	Быстро восстанавливает HP. Сила: 795.	none	none
1218	28	Greater Battle Heal	Быстро восстанавливает HP. Сила: 806.	none	none
1218	29	Greater Battle Heal	Быстро восстанавливает HP. Сила: 817.	none	none
1218	30	Greater Battle Heal	Быстро восстанавливает HP. Сила: 828.	none	none
1218	31	Greater Battle Heal	Быстро восстанавливает HP. Сила: 839.	none	none
1218	32	Greater Battle Heal	Быстро восстанавливает HP. Сила: 849.	none	none
1218	33	Greater Battle Heal	Быстро восстанавливает HP. Сила: 858.	none	none
1218	101	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 863.	+1 Power	Максимальная сила заклинания. Увеличение силы.
1218	102	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 868.	+2 Power	Увеличение силы.
1218	103	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 873.	+3 Power	Увеличение силы.
1218	104	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 878.	+4 Power	Увеличение силы.
1218	105	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 883.	+5 Power	Увеличение силы.
1218	106	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 887.	+6 Power	Увеличение силы.
1218	107	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 892.	+7 Power	Увеличение силы.
1218	108	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 897.	+8 Power	Увеличение силы.
1218	109	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 902.	+9 Power	Увеличение силы.
1218	110	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 907.	+10 Power	Увеличение силы.
1218	111	Greater Battle Heal	Быстро восстанавливает HP. Улучшено: увеличение силы. Сила: 912.	+11 Power	Увеличение силы.
